step,MM-0_pnl,MM-0_inv,MM-0_nav,MM-1_pnl,MM-1_inv,MM-1_nav,TF-0_pnl,TF-0_inv,TF-0_nav,TF-1_pnl,TF-1_inv,TF-1_nav,MR-0_pnl,MR-0_inv,MR-0_nav,MR-1_pnl,MR-1_inv,MR-1_nav,LT-0_pnl,LT-0_inv,LT-0_nav,LT-1_pnl,LT-1_inv,LT-1_nav,SP-0_pnl,SP-0_inv,SP-0_nav,RL-0_pnl,RL-0_inv,RL-0_nav
426,5382.595707299505,-54,-16.460388978503033,-8.539999999999862,0,-8.539999999999862,2651.643035163734,-27,70.28557565120673,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.29967828163103,476.23155029925175,-5,-23.681051207971223,1596.6545004165143,-16,-1.835053691115263,15842.722688936827,-163,258.97210002786414,3231.8297055159314,-32,32.38905586970441
427,5382.575707299505,-54,-16.48038897850347,-8.559999999999862,0,-8.559999999999862,2651.643035163734,-27,70.12122868928418,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.232722111958992,476.23155029925175,-5,-23.681051207971223,1496.7233250151762,-15,-1.8650028958013536,15747.091199067347,-162,257.960360220648,3131.999200693927,-31,32.54107134914466
428,5382.555707299504,-54,-16.500388978503906,-8.579999999999862,0,-8.579999999999862,2651.643035163734,-27,69.86554492910864,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.12855465410962,476.23155029925175,-5,-23.681051207971223,1496.7133250151762,-15,-1.886341468841465,15651.447535348836,-161,256.40398246829136,3032.068108415431,-30,32.59249937209324
429,5382.535707299504,-54,-16.520388978504343,-8.599999999999861,0,-8.599999999999861,2651.643035163734,-27,69.86554492910864,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.12855465410962,476.23155029925175,-5,-23.681051207971223,1996.0829046457234,-20,-1.512259207906709,15747.120516555686,-162,256.4555751479329,2932.287363557412,-29,32.79427481551875
430,5382.515707299503,-54,-16.54038897850478,-8.61999999999986,0,-8.61999999999986,2651.643035163734,-27,69.86554492910864,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.12855465410962,476.23155029925175,-5,-23.681051207971223,1996.0829046457234,-20,-1.6901732832752714,15842.71206975993,-163,256.42573982496833,2832.6517746361496,-28,33.14120619570076
431,5382.495707299503,-54,-16.560388978505216,-8.63999999999986,0,-8.63999999999986,2651.643035163734,-27,70.46020443437237,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.37082334143929,476.23155029925175,-5,-23.681051207971223,1996.0829046457234,-20,-1.8680873586442885,15938.292243558044,-164,259.99653097969895,2732.940402935942,-27,33.41235479693796
432,5382.475707299503,-54,-16.580388978505653,-8.65999999999986,0,-8.65999999999986,2651.643035163734,-27,70.46020443437237,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.37082334143929,476.23155029925175,-5,-23.681051207971223,1996.0829046457234,-20,-1.8354397458451785,16033.874295525251,-165,259.97921884581774,2633.276274651922,-26,33.73074681436265
433,5382.455707299502,-54,-16.60038897850609,-8.67999999999986,0,-8.67999999999986,2651.643035163734,-27,70.46020443437237,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.37082334143929,476.23155029925175,-5,-23.681051207971223,1996.0829046457234,-20,-2.7189620433473465,16129.467067519905,-166,259.9726267393835,2533.4501005572506,-25,33.88709302113557
434,5382.435707299502,-54,-16.620388978506526,-8.699999999999859,0,-8.699999999999859,2651.643035163734,-27,70.46020443437237,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.37082334143929,476.23155029925175,-5,-23.681051207971223,1996.0829046457234,-20,-2.751609656146229,16225.133926928454,-167,260.0401220468466,2433.7525030211395,-24,34.172015786469274
435,5382.415707299501,-54,-16.640388978506962,-8.719999999999859,0,-8.719999999999859,2651.643035163734,-27,69.91069727589138,1108.6595632190947,-11,8.851839903204109,0.0,0,0.0,-1073.9638284534014,11,-22.146950054650688,476.22155029925176,-5,-23.691051207971213,1996.0829046457234,-20,-3.013185716598855,16225.133926928454,-167,256.64131851105776,2333.9565565458543,-23,34.35858961262875
436,5382.395707299501,-54,-15.27622569959749,-8.739999999999858,0,-8.739999999999858,2651.643035163734,-27,69.35216780283827,1108.6595632190947,-11,9.133799089648619,0.0,0,0.0,-1073.9638284534014,11,-21.919401010073443,975.9486212766813,-10,-23.62025520463328,1996.0829046457234,-20,-2.8827191225213937,16225.133926928454,-167,253.1867102888409,2234.1585312823186,-22,35.10700302342639
437,5382.3757072995,-54,-14.96950940316583,-8.759999999999858,0,-8.759999999999858,2651.643035163734,-27,69.22643568562353,1108.6595632190947,-11,9.200352409292236,0.0,0,0.0,-1073.9638284534014,11,-21.868176814171193,1275.6520150026413,-13,-23.708870499852537,1996.0829046457234,-20,-2.1303062913943904,16225.133926928454,-167,252.4090338601418,2134.4362775133122,-21,35.468693240052744
438,5382.3557072995,-54,-14.989509403166267,-8.779999999999857,0,-8.779999999999857,2651.643035163734,-27,69.22643568562353,1108.6595632190947,-11,9.200352409292236,0.0,0,0.0,-1073.9638284534014,11,-21.868176814171193,1275.6520150026413,-13,-23.708870499852537,1996.0829046457234,-20,-1.9991968250194532,16225.133926928454,-167,252.4090338601418,2034.5842359117541,-20,35.567488984840566
439,5382.3357072994995,-54,-15.009509403166703,-8.799999999999857,0,-8.799999999999857,2651.643035163734,-27,69.18186511279782,1108.6595632190947,-11,9.200352409292236,0.0,0,0.0,-1073.9638284534014,11,-21.850018432649676,1275.6520150026413,-13,-23.708870499852537,1996.0829046457234,-20,-1.9665492122203432,16225.133926928454,-167,252.13335661340352,1934.8722932348114,-19,35.80638365424352
440,5382.315707299499,-54,-14.804736347875405,-8.819999999999856,0,-8.819999999999856,2651.643035163734,-27,69.30759723001256,1108.6595632190947,-11,9.24613951314791,0.0,0,0.0,-1073.9638284534014,11,-21.901242628551927,1275.6520150026413,-13,-23.65475846802292,1996.0829046457234,-20,-1.8212827496508908,16225.133926928454,-167,252.91103304210264,1934.8622932348114,-19,35.8754704699943
441,5382.295707299499,-54,-14.824736347875842,-8.839999999999856,0,-8.839999999999856,2651.643035163734,-27,69.52838027243979,1108.6595632190947,-11,9.24613951314791,0.0,0,0.0,-1073.9638284534014,11,-21.99119127546669,1275.6520150026413,-13,-23.65475846802292,1996.0829046457234,-20,-1.815454836217441,16225.123926928454,-167,254.26661704526305,1834.9883393304217,-18,35.94819144796338
442,5382.275707299498,-54,-14.844736347876278,-8.859999999999856,0,-8.859999999999856,2651.643035163734,-27,69.89586512873484,1108.6595632190947,-11,9.24613951314791,0.0,0,0.0,-1073.9638284534014,11,-22.140907328031517,1275.6520150026413,-13,-23.65475846802292,1996.0829046457234,-20,-1.420592229853355,16320.72577436241,-168,256.52116081130407,1735.0273111874799,-17,35.93383818738039
443,5382.255707299498,-54,-16.155926912394534,-8.879999999999855,0,-8.879999999999855,2651.643035163734,-27,69.68464897207969,1108.6595632190947,-11,8.983119212968404,0.0,0,0.0,-1073.9638284534014,11,-22.05485630124599,1275.6420150026413,-13,-23.97560064096251,1996.0829046457234,-20,-1.2751061643150479,16225.062072428542,-167,255.17131339127081,1635.0084235393485,-16,35.479050439528464
444,5482.704293118236,-55,-39.02355307597918,-8.899999999999855,0,-8.899999999999855,2651.643035163734,-27,69.68464897207969,1108.6495632190947,-11,4.303993980251562,0.0,0,0.0,-1073.9638284534014,11,-22.05485630124599,774.3005350185939,-8,-28.859878973291984,1996.0829046457234,-20,0.5166009829683844,16129.424344763189,-166,255.16167410338676,1534.3917120365209,-15,28.46593580173476
445,5482.6842931182355,-55,-38.10515126678274,-8.919999999999854,0,-8.919999999999854,2651.643035163734,-27,70.78370089514874,1008.8655566773149,-10,5.085657698220757,0.0,0,0.0,-1073.9638284534014,11,-22.502618195829655,774.3005350185939,-8,-28.72338416468142,1996.0829046457234,-20,0.532477394095622,16225.001173943025,-167,261.90825457807114,1634.3002978552597,-16,28.252459488709064
446,5482.664293118235,-55,-39.503570868294446,-8.939999999999854,0,-8.939999999999854,2651.643035163734,-27,70.79324565789102,909.0893650588057,-9,5.461896406464575,0.0,0,0.0,-1073.9638284534014,11,-22.506506802872764,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,0.7877355872180942,16320.540875876892,-168,261.9199633960907,1533.418780176027,-15,27.37299908879163
447,5583.545345190717,-56,-39.02557086829529,-8.959999999999853,0,-8.959999999999853,2651.643035163734,-27,70.79324565789102,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-22.506506802872764,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.9709926093901231,16416.090564892125,-169,261.88262317036606,1432.5037281035447,-14,26.860999088791687
448,5583.5253451907165,-56,-39.04557086829573,-8.979999999999853,0,-8.979999999999853,2651.643035163734,-27,70.79324565789102,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-22.506506802872764,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.7445626900241678,16511.698064068813,-170,261.903093106097,1332.842655507822,-13,27.60297856555144
449,5583.505345190716,-56,-39.06557086829616,-8.999999999999853,0,-8.999999999999853,2651.643035163734,-27,70.79324565789102,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-22.506506802872764,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.5079056120498535,16607.27347995075,-171,261.891479747077,1233.1031250622416,-12,28.26650019245335
450,5583.485345190716,-56,-39.0855708682966,-9.019999999999852,0,-9.019999999999852,2651.643035163734,-27,70.9521307630771,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-22.57123777165225,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.8321394040899577,16702.822474865156,-172,262.8656023868971,1133.4987571376987,-11,29.06518434039276
451,5583.465345190715,-56,-39.105570868297036,-9.039999999999852,0,-9.039999999999852,2651.643035163734,-27,70.57505757996978,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-22.417615363719733,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.5079056120498535,16702.812474865157,-172,260.4535065537675,1033.8292278549907,-10,29.798707130167145
452,5583.445345190715,-56,-39.12557086829747,-9.059999999999851,0,-9.059999999999851,2651.643035163734,-27,69.16136751007252,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-21.84166755746537,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.2712485340753119,16607.149479950753,-171,251.4322514775631,934.1162517134364,-9,30.48878306109532
453,5583.425345190714,-56,-39.14557086829791,-9.07999999999985,0,-9.07999999999985,2651.643035163734,-27,69.08497695185633,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-21.810545478192125,774.3005350185939,-8,-28.92388156126492,1996.0829046457234,-20,-0.07444268140557142,16511.47579093552,-170,250.92505404592157,834.6000787347186,-8,31.37566215485981
454,5583.405345190714,-56,-39.165570868298346,-9.09999999999985,0,-9.09999999999985,2651.643035163734,-27,69.08497695185633,809.435384962686,-8,6.210968382827218,0.0,0,0.0,-1073.9638284534014,11,-21.810545478192125,774.2905350185939,-8,-28.93388156126491,1996.0829046457234,-20,0.792146080680368,16415.928954970303,-169,251.02851653299513,734.8680348861304,-7,32.0466703787539
455,5684.286397263196,-57,-39.93969909389125,-9.11999999999985,0,-9.11999999999985,2651.633035163734,-27,70.34429666057167,809.435384962686,-8,6.035231088007208,0.0,0,0.0,-1073.9638284534014,11,-22.32767572989087,371.7041483222807,-4,-29.995928615058745,1996.0829046457234,-20,0.9430062954997993,16511.550204299787,-170,258.9914803909887,633.9033678423157,-6,31.353252436306548
456,5684.266397263195,-57,-39.959699093891686,-9.13999999999985,0,-9.13999999999985,2747.1702608110886,-28,70.68880844691512,809.435384962686,-8,6.035231088007208,0.0,0,0.0,-1073.9638284534014,11,-22.488972167476277,371.7041483222807,-4,-29.995928615058745,1996.0829046457234,-20,1.2510896418341417,16607.063931965142,-171,261.4093478839404,534.0768057867901,-5,31.951709615115874
457,5684.246397263195,-57,-39.97969909389212,-9.15999999999985,0,-9.15999999999985,2747.1702608110886,-28,70.68880844691512,809.435384962686,-8,6.035231088007208,0.0,0,0.0,-1073.9638284534014,11,-22.488972167476277,371.7041483222807,-4,-29.995928615058745,1996.0829046457234,-20,1.2635033911094524,16511.50180399738,-170,261.43584321489834,434.3070925895468,-4,32.607015652207394
458,5684.2263972631945,-57,-39.99969909389256,-9.179999999999849,0,-9.179999999999849,2747.1702608110886,-28,70.26964530462328,809.435384962686,-8,6.035231088007208,0.0,0,0.0,-1073.9638284534014,11,-22.324300933004224,371.7041483222807,-4,-29.995928615058745,1996.0829046457234,-20,1.2663241279969952,16415.849964750592,-169,258.84267830085446,334.5834230025243,-3,33.30836529951972
459,5684.206397263194,-57,-40.019699093892996,-9.199999999999848,0,-9.199999999999848,2747.1702608110886,-28,69.92836298937436,809.435384962686,-8,6.035231088007208,0.0,0,0.0,-1073.9638284534014,11,-22.190225737728042,371.7041483222807,-4,-29.995928615058745,1996.0829046457234,-20,1.2742196143449291,16320.173748195573,-168,256.72236126528696,234.6647987166162,-2,33.81476024794648
460,5684.186397263194,-57,-42.522663616551654,-9.219999999999848,0,-9.219999999999848,2747.1702608110886,-28,68.58949468444462,809.435384962686,-8,5.68674483921302,0.0,0,0.0,-1073.9638284534014,11,-21.664241760791356,371.7041483222807,-4,-30.17017173945584,1996.0829046457234,-20,1.42022594105606,16224.494400620471,-167,248.67340265084385,134.57921503783155,-1,34.11063502239742
461,5684.166397263193,-57,-42.54266361655209,-9.239999999999847,0,-9.239999999999847,2747.1702608110886,-28,68.58949468444462,809.435384962686,-8,5.68674483921302,0.0,0,0.0,-1073.9638284534014,11,-21.664241760791356,371.7041483222807,-4,-30.17017173945584,1996.0829046457234,-20,1.4703233714708404,16128.850279773731,-166,248.69288059434075,34.58945747973096,0,34.58945747973096
462,5684.146397263193,-57,-42.56266361655253,-9.259999999999847,0,-9.259999999999847,2747.1702608110886,-28,70.23856471679437,809.435384962686,-8,5.68674483921302,0.0,0,0.0,-1073.9638284534014,11,-22.3120907020716,371.7041483222807,-4,-30.17017173945584,1996.0829046457234,-20,1.4703233714708404,16224.495909737116,-167,258.51043660329015,-65.46046219155778,1,35.00811782387635
463,5684.126397263192,-57,-45.488724368864496,-9.279999999999847,0,-9.279999999999847,2747.1702608110886,-28,72.23424398940824,809.435384962686,-8,5.278876663449978,0.0,0,0.0,-1073.9638284534014,11,-23.096107559169923,371.7041483222807,-4,-30.37410582733736,1996.0829046457234,-20,1.4912091757939834,16320.023748983904,-168,270.4076480538206,-165.6480129142832,2,35.3911141605258
464,5684.106397263192,-57,-45.50872436886493,-9.299999999999846,0,-9.299999999999846,2747.1702608110886,-28,72.3094726575091,809.435384962686,-8,5.278876663449978,0.0,0,0.0,-1073.9638284534014,11,-23.125661678780943,371.7041483222807,-4,-30.37410582733736,1996.0829046457234,-20,1.4933292263626754,16415.543869830643,-169,270.8483984751092,-265.7353080237094,3,35.8233825885041
465,5684.086397263191,-57,-45.52872436886537,-9.319999999999846,0,-9.319999999999846,2747.1702608110886,-28,72.3094726575091,809.435384962686,-8,5.278876663449978,0.0,0,0.0,-1073.9638284534014,11,-23.125661678780943,371.7041483222807,-4,-30.37410582733736,1996.0829046457234,-20,1.7458097665539754,16511.20429445146,-170,270.9780806618728,-365.79468917473065,4,36.28356497488738
466,5684.066397263191,-57,-45.548724368865805,-9.339999999999845,0,-9.339999999999845,2747.1702608110886,-28,72.3094726575091,809.435384962686,-8,5.278876663449978,0.0,0,0.0,-1073.9638284534014,11,-23.125661678780943,371.7041483222807,-4,-30.37410582733736,1996.0829046457234,-20,1.4933292263626754,16606.90917788567,-171,271.1522216620251,-465.816138573591,5,36.78167911343155
467,5684.046397263191,-57,-45.56872436886624,-9.359999999999845,0,-9.359999999999845,2747.1702608110886,-28,72.3094726575091,809.435384962686,-8,5.278876663449978,0.0,0,0.0,-1073.9638284534014,11,-23.125661678780943,371.7041483222807,-4,-30.37410582733736,1996.0829046457234,-20,1.6607019476905407,16702.476344832092,-172,271.18864617438885,-565.9339099150468,6,37.18347130938025
468,5684.02639726319,-57,-45.58872436886668,-9.379999999999844,0,-9.379999999999844,2747.1702608110886,-28,72.3094726575091,809.435384962686,-8,5.278876663449978,0.0,0,0.0,-1073.9638284534014,11,-23.125661678780943,371.6941483222807,-4,-30.38410582733735,1996.0829046457234,-20,1.6607019476905407,16798.11530931344,-173,271.2968682216815,-665.9180671293825,7,37.718877632448994
469,5684.00639726319,-57,-46.155690021255396,-9.399999999999844,0,-9.399999999999844,2747.1702608110886,-28,71.02133443859293,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-22.619607378492447,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.4933292263626754,16798.11530931344,-173,263.3380142262358,-766.9014330835612,8,37.331842324781974
470,5683.986397263189,-57,-46.17569002125583,-9.419999999999844,0,-9.419999999999844,2747.1702608110886,-28,71.01398256994025,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-22.61671914437875,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.4432317959481225,16798.11530931344,-173,263.2925901806302,-866.6883151964834,9,38.074119637902754
471,5683.966397263189,-57,-46.19569002125627,-9.439999999999843,0,-9.439999999999843,2747.1702608110886,-28,72.14414388619161,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.060711090048926,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.2972254692369916,16798.11530931344,-173,270.2753725988987,-966.5560422085483,10,38.73555205188063
472,5683.946397263188,-57,-46.215690021256705,-9.459999999999843,0,-9.459999999999843,2747.1702608110886,-28,72.14414388619161,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.060711090048926,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.1815605206179498,16798.105309313443,-173,270.2653725989003,-1066.377999570895,11,39.44275411557669
473,5683.926397263188,-57,-46.23569002125714,-9.479999999999842,0,-9.479999999999842,2747.1702608110886,-28,72.38737262834229,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.156265238751075,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.1815605206179498,16893.620581817366,-174,271.7554909674436,-1166.1242619743969,12,40.22565113811788
474,5683.9063972631875,-57,-46.25569002125758,-9.499999999999842,0,-9.499999999999842,2747.1702608110886,-28,72.51474153045137,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.206303021722533,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.1815605206179498,16989.118480839705,-175,272.5214853357211,-1265.9006928022452,13,40.97837973631249
475,5683.886397263187,-57,-46.275690021258015,-9.519999999999841,0,-9.519999999999841,2747.1702608110886,-28,72.87475189298948,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.347735664148104,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,1.102500852571211,17084.60728208332,-176,274.749797455268,-1365.6562378962437,14,41.75199406835668
476,5683.866397263187,-57,-46.29569002125845,-9.539999999999841,0,-9.539999999999841,2747.1702608110886,-28,73.32183804615079,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.523376652890192,69.80528526376976,-1,-30.723874162273134,1996.0829046457234,-20,0.9027880185622053,17180.070368301043,-177,277.5285529655448,-1465.381447137162,15,42.55594425348136
477,5683.846397263186,-57,-46.31569002125889,-9.55999999999984,0,-9.55999999999984,2747.1702608110886,-28,73.32183804615079,809.435384962686,-8,5.202109554342883,0.0,0,0.0,-1073.9638284534014,11,-23.523376652890192,69.79528526376976,-1,-30.73387416227314,1996.0829046457234,-20,0.9027880185622053,17084.61194131855,-176,277.56471251037146,-1565.1087459246423,16,43.35780489204399
478,5583.795237837143,-56,-43.03053284888301,-9.57999999999984,0,-9.57999999999984,2747.1702608110886,-28,73.5394600876175,809.435384962686,-8,5.603132007539557,0.0,0,0.0,-1073.9638284534014,11,-23.60887102632364,369.8997667539939,-4,-32.01635972357934,1996.0829046457234,-20,0.8309874717899675,17180.050069286317,-177,278.88393614151937,-1664.9416171365926,17,43.20192039309359
479,5583.775237837142,-56,-43.05053284888345,-9.59999999999984,0,-9.59999999999984,2747.1702608110886,-28,74.06696401244471,809.435384962686,-8,5.603132007539557,0.0,0,0.0,-1073.9638284534014,11,-23.81610471107706,369.8997667539939,-4,-32.01635972357934,1996.0829046457234,-20,0.8100027271393628,17275.488149593548,-178,282.1886199450273,-1764.8470472162494,18,43.77552193283009
480,5583.755237837142,-56,-43.070532848883886,-9.61999999999984,0,-9.61999999999984,2747.1702608110886,-28,74.06696401244471,809.435384962686,-8,5.603132007539557,0.0,0,0.0,-1073.9638284534014,11,-23.81610471107706,369.8997667539939,-4,-32.01635972357934,1996.0829046457234,-20,0.7343666487524843,17370.935096271813,-179,282.1675917376233,-1864.5849849047536,19,44.51661586371938
481,5583.7352378371415,-56,-43.09053284888432,-9.639999999999839,0,-9.639999999999839,2747.1702608110886,-28,74.86430004951262,809.435384962686,-8,5.603132007539557,0.0,0,0.0,-1073.9638284534014,11,-24.129343868496562,369.8897667539939,-4,-32.02635972357933,1996.0829046457234,-20,0.5857495536706665,17466.369117833958,-180,287.25937008097026,-1964.2314140288038,20,45.349218359062434
482,5483.734206217748,-55,-41.844898992746494,-9.659999999999838,0,-9.659999999999838,2747.1702608110886,-28,74.924606298438,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.153035609145718,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,0.39975878749214644,17561.80616292083,-181,287.6467533926261,-2063.8988725121726,21,45.867694931834194
483,5483.714206217747,-55,-41.86489899274693,-9.679999999999838,0,-9.679999999999838,2747.1702608110886,-28,75.07497571312524,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.212109307773062,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,0.2540761482275684,17561.796162920833,-181,288.6087842518573,-2163.701750765078,22,46.52989131911954
484,5483.694206217747,-55,-41.88489899274737,-9.699999999999838,0,-9.699999999999838,2747.1702608110886,-28,75.07497571312524,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.212109307773062,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,0.20004595348336807,17466.355862898843,-180,288.60045869765236,-2263.3920574390436,23,47.30465928534477
485,5483.674206217746,-55,-41.9048989927478,-9.719999999999837,0,-9.719999999999837,2747.1702608110886,-28,75.07497571312524,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.212109307773062,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,0.1503446830570283,17371.07437316372,-179,288.75094343031014,-2363.0279534464617,24,48.13383791811793
486,5483.654206217746,-55,-41.92489899274824,-9.739999999999837,0,-9.739999999999837,2747.1702608110886,-28,75.08125484349102,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.21457610898824,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,-0.03560129029597192,17466.48636998891,-180,288.7713316257832,-2462.5416736226834,25,49.085192382086916
487,5483.6342062177455,-55,-41.944898992748676,-9.759999999999836,0,-9.759999999999836,2747.1702608110886,-28,75.55193633712224,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.399486695771884,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,-0.06068776191409597,17561.89791830479,-181,291.7937493837926,-2562.093230584696,26,49.99871006026524
488,5483.614206217745,-55,-41.96489899274911,-9.779999999999836,0,-9.779999999999836,2747.1702608110886,-28,75.59886167503737,809.435384962686,-8,5.714787841159591,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-33.443845319737534,1996.0829046457234,-20,-0.9766093598004773,17657.275846513978,-182,292.06175212964445,-2661.6830086651544,27,50.874006619997544
489,5483.594206217745,-55,-41.72470830010661,-9.799999999999836,0,-9.799999999999836,2747.1702608110886,-28,75.59886167503737,809.425384962686,-8,5.742633760089461,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-33.41073014067388,1996.0829046457234,-20,-1.099996135933452,17562.06818996076,-181,292.2673598312831,-2661.6930086651546,27,50.73627664360902
490,5483.574206217744,-55,-40.22448710568915,-9.819999999999835,0,-9.819999999999835,2747.1702608110886,-28,75.59886167503737,909.3513046339749,-9,5.456972999231311,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-33.21724744320238,1996.0829046457234,-20,-1.168923009402988,17466.838530754103,-180,292.4509648794883,-2561.7955592662943,26,49.45473212296474
491,5483.554206217744,-55,-40.2027497437839,-9.839999999999835,0,-9.839999999999835,2747.1702608110886,-28,75.59886167503737,1009.2319435345576,-10,4.912496996097957,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-33.21193541532364,1996.0829046457234,-20,-1.0343900351949742,17562.22493222601,-181,292.4241020965346,-2661.5928328910854,27,50.069672762755545
492,5383.600261563897,-54,-12.26634070516775,-9.859999999999834,0,-9.859999999999834,2747.1702608110886,-28,75.59886167503737,1009.2319435345576,-10,9.99738755880469,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-29.652512021428834,1996.0829046457234,-20,-1.0343900351949742,17657.61495532114,-182,292.40086093680657,-2561.6728882372395,26,36.33695729971805
493,5383.580261563897,-54,-12.286340705168186,-9.879999999999834,0,-9.879999999999834,2747.1702608110886,-28,75.59886167503737,1009.2319435345576,-10,9.99738755880469,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-29.652512021428834,1996.0829046457234,-20,-1.168923009402988,17753.01805135008,-183,292.390692710891,-2461.6509439040137,25,36.435446035368386
494,5383.560261563896,-54,-20.06206858990663,-9.899999999999833,0,-9.899999999999833,2747.1702608110886,-28,75.59886167503737,1009.2219435345576,-10,8.55114165422367,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-30.657884154635553,1996.0829046457234,-20,-1.2419670117355963,17848.516132351986,-184,292.4755094579341,-2561.628733920833,26,40.11535096803527
495,5383.540261563896,-54,-16.4111753279567,-9.919999999999833,0,-9.919999999999833,2747.1702608110886,-28,75.59886167503737,1109.2554648390178,-11,9.265357324010665,0.0,0,0.0,-1073.9638284534014,11,-24.417921649952632,669.8116771615981,-7,-30.18202762067915,1996.0829046457234,-20,-1.380493615758951,17944.199090290967,-185,292.745203142058,-2461.6236537327995,25,38.353863346761955
496,5383.5202615638955,-54,-22.871142718176998,-9.939999999999833,0,-9.939999999999833,2747.1702608110886,-28,74.8991962917089,1109.2554648390178,-11,7.953512114891964,0.0,0,0.0,-1073.9638284534014,11,-24.143053106502293,669.8116771615981,-7,-31.0168382083001,1996.0829046457234,-20,-1.7047274077995098,17944.199090290967,-185,288.12241400220955,-2561.752733920833,26,41.32460888164633
