step,MM-0_pnl,MM-0_inv,MM-0_nav,MM-1_pnl,MM-1_inv,MM-1_nav,TF-0_pnl,TF-0_inv,TF-0_nav,TF-1_pnl,TF-1_inv,TF-1_nav,MR-0_pnl,MR-0_inv,MR-0_nav,MR-1_pnl,MR-1_inv,MR-1_nav,LT-0_pnl,LT-0_inv,LT-0_nav,LT-1_pnl,LT-1_inv,LT-1_nav,SP-0_pnl,SP-0_inv,SP-0_nav,RL-0_pnl,RL-0_inv,RL-0_nav
144,1494.5633659266477,-15,10.959221363398683,-2.899999999999982,0,-2.899999999999982,1288.9653592455616,-13,4.566629545567594,499.72750745220765,-5,5.192792597791254,0.0,0,0.0,-395.6595300465697,4,-0.4599209081100639,980.1865302019534,-10,-8.882899506879426,498.467825487489,-5,-0.9376694179792935,4558.376515019427,-46,13.581009927140258,8081.380975385265,-81,69.91859474371904
145,1593.9483088975312,-16,11.409303641287806,-2.9199999999999817,0,-2.9199999999999817,1288.9653592455616,-13,4.566629545567594,499.72750745220765,-5,5.184068309631584,0.0,0,0.0,-395.6595300465697,4,-0.4599209081100639,980.1865302019534,-10,-8.900348083198764,498.467825487489,-5,-1.0170709503207718,4657.437761163697,-47,13.842353786796593,7981.962032414381,-80,69.2670061331637
146,1593.9283088975312,-16,11.389303641287825,-2.9399999999999813,0,-2.9399999999999813,1288.9653592455616,-13,4.566629545567594,499.72750745220765,-5,5.184068309631584,0.0,0,0.0,-395.6595300465697,4,-0.4599209081100639,980.1865302019534,-10,-8.900348083198764,498.467825487489,-5,-1.0320531888027062,4756.385078522126,-48,13.989768860609729,8082.070796685486,-81,70.46708257575392
147,1693.3149967260465,-17,11.812874578311039,-2.959999999999981,0,-2.959999999999981,1288.9653592455616,-13,4.566629545567594,499.71750745220766,-5,5.1580597616972454,0.0,0,0.0,-395.6595300465697,4,-0.4599209081100639,980.1865302019534,-10,-8.93236517906746,498.467825487489,-5,-1.087489406285215,4855.290126628437,-49,14.094914682305898,7982.65010885697,-80,69.69894580880373
148,1693.2949967260465,-17,11.789593567460088,-2.9799999999999804,0,-2.9799999999999804,1288.9653592455616,-13,4.566629545567594,399.8817283760035,-4,4.233398221041966,0.0,0,0.0,-395.6595300465697,4,-0.4599209081100639,980.1865302019534,-10,-8.934295185450424,498.467825487489,-5,-1.087489406285215,4954.202758232249,-50,14.207644001503468,8082.864331055324,-81,70.98564541735414
149,1594.8609141873062,-16,12.267593567460153,-2.99999999999998,0,-2.99999999999998,1288.9653592455616,-13,4.460632246635214,500.2278698347171,-5,5.667457141015234,0.0,0,0.0,-395.6595300465697,4,-0.4273063545924174,980.1865302019534,-10,-8.934295185450424,498.467825487489,-5,-1.0476616989175227,4954.202758232249,-50,13.799962082532147,8181.2644135940645,-82,70.47364541735351
150,1694.2509967260467,-17,12.725510138966456,-3.0199999999999796,0,-3.0199999999999796,1288.9653592455616,-13,3.5221885908426884,500.2278698347171,-5,5.661550250281721,0.0,0,0.0,-395.6595300465697,4,-0.13855446050234832,980.1865302019534,-10,-8.94610896691745,498.467825487489,-5,-1.0476616989175227,4954.192758232249,-50,10.18056340640669,8081.840331055324,-81,69.86595378747097
151,1694.2309967260467,-17,12.705510138966474,-3.039999999999979,0,-3.039999999999979,1288.9653592455616,-13,3.522972269100137,500.2278698347171,-5,5.661550250281721,0.0,0,0.0,-395.6595300465697,4,-0.13879559227387972,980.1865302019534,-10,-8.94610896691745,498.467825487489,-5,-1.039968517717682,5053.041732774316,-51,10.15236848204404,8182.127870745997,-82,71.24022956125646
152,1694.2109967260467,-17,12.685510138966492,-3.0599999999999787,0,-3.0599999999999787,1288.9653592455616,-13,3.533837095972558,500.2278698347171,-5,5.661550250281721,0.0,0,0.0,-395.6595300465697,4,-0.1421386159269673,980.1865302019534,-10,-8.94610896691745,498.467825487489,-5,-1.1248241598814275,5151.890586750498,-52,10.164498152142187,8282.510151838345,-83,72.70924673671834
153,1793.6022606429337,-18,13.159666414913545,-3.0799999999999783,0,-3.0799999999999783,1288.9653592455616,-13,3.533837095972558,500.2278698347171,-5,5.660482549155972,0.0,0,0.0,-395.6595300465697,4,-0.1421386159269673,980.1865302019534,-10,-8.948244369168947,498.467825487489,-5,-1.1696521461768725,5250.739227702991,-53,10.133791246974397,8183.084887921457,-82,72.17973643825371
154,1793.5822606429338,-18,13.139666414913563,-3.099999999999978,0,-3.099999999999978,1288.9653592455616,-13,3.8994032241366767,500.2278698347171,-5,5.660482549155972,0.0,0,0.0,-395.6595300465697,4,-0.2546205015159444,980.1865302019534,-10,-8.948244369168947,498.467825487489,-5,-1.1784222483893245,5349.586410167347,-54,11.620131309120552,8283.549633500119,-83,73.7310045598042
155,1793.5622606429338,-18,13.119666414913581,-3.1199999999999775,0,-3.1199999999999775,1288.9653592455616,-13,3.8994032241366767,500.2278698347171,-5,5.660482549155972,0.0,0,0.0,-395.6595300465697,4,-0.2546205015159444,980.1865302019534,-10,-8.948244369168947,498.467825487489,-5,-1.201532789950818,5448.414955970777,-55,11.597449726286868,8384.162982517812,-84,75.43087612038289
156,1892.9537381000462,-19,13.537023251314395,-3.139999999999977,0,-3.139999999999977,1288.9653592455616,-13,3.3991291844974967,500.2278698347171,-5,5.64452382189296,0.0,0,0.0,-395.6595300465697,4,-0.10069002778078584,980.1865302019534,-10,-8.98016182369497,498.467825487489,-5,-1.2092259711506017,5448.414955970777,-55,9.480905712428466,8284.737505060699,-83,74.65396124781728
157,1892.9337381000462,-19,13.517023251314413,-3.1599999999999766,0,-3.1599999999999766,1288.9653592455616,-13,3.3768454256246514,500.2278698347171,-5,5.64452382189296,0.0,0,0.0,-395.6595300465697,4,-0.09383348658911927,980.1865302019534,-10,-8.98016182369497,498.467825487489,-5,-1.2182433147937672,5448.404955970776,-55,9.376628271043046,8385.429528992554,-84,76.42931597710776
158,1892.9137381000462,-19,13.497023251314431,-3.179999999999976,0,-3.179999999999976,1288.9653592455616,-13,3.197417593479031,500.2278698347171,-5,5.64452382189296,0.0,0,0.0,-395.6595300465697,4,-0.03862492285202279,980.1865302019534,-10,-8.98016182369497,498.467825487489,-5,-1.2490536785183508,5349.490014449215,-54,8.607795279025595,8486.16881239626,-85,78.25193017824859
159,1992.3084073026112,-20,13.84002458348641,-3.1999999999999758,0,-3.1999999999999758,1288.9653592455616,-13,3.0112792974603053,500.2278698347171,-5,5.610774154935939,0.0,0,0.0,-395.6595300465697,4,0.01864839899991466,980.1865302019534,-10,-9.047661157609014,498.467825487489,-5,-1.2735379900744306,5250.547468645785,-53,7.81160424198697,8386.740143193694,-84,77.17293577336932
160,1992.2884073026112,-20,13.820024583486429,-3.2199999999999753,0,-3.2199999999999753,1288.9653592455616,-13,2.769003129647217,500.2278698347171,-5,5.610774154935939,0.0,0,0.0,-395.6595300465697,4,0.09319491217314635,980.1865302019534,-10,-9.047661157609014,498.457825487489,-5,-1.4288314570911211,5151.576286181428,-52,6.790861717770895,8487.376411618434,-85,78.88578506215345
161,1992.2684073026112,-20,13.800024583486447,-3.239999999999975,0,-3.239999999999975,1288.9653592455616,-13,3.0959949358421,500.2278698347171,-5,5.610774154935939,0.0,0,0.0,-395.6595300465697,4,-0.007417951271406764,980.1865302019534,-10,-9.047661157609014,998.0572731786067,-10,-1.1023252320538859,5250.4800077083055,-53,8.089522445602597,8587.83538084354,-86,80.42133515130445
162,2091.6698264385673,-21,14.277962251515419,-3.2599999999999745,0,-3.2599999999999745,1288.9653592455616,-13,3.1043080873419058,500.2278698347171,-5,5.61075931399057,0.0,0,0.0,-395.6595300465697,4,-0.009975844040639004,980.1865302019534,-10,-9.04769083949975,998.0572731786067,-10,-1.5366612217336524,5349.3479144667335,-54,8.078932732591056,8488.399961707584,-85,79.90908285523255
163,2091.649826438567,-21,14.257962251514982,-3.279999999999974,0,-3.279999999999974,1288.9653592455616,-13,3.5962689754817347,500.2278698347171,-5,5.61075931399057,0.0,0,0.0,-395.6595300465697,4,-0.161348425006679,980.1865302019534,-10,-9.04769083949975,998.0572731786067,-10,-1.782005059205403,5448.214542278777,-55,10.114544982285224,8589.010995352186,-86,81.59669439568825
164,2091.6298264385664,-21,14.237962251514546,-3.2999999999999736,0,-3.2999999999999736,1288.9553592455616,-13,4.147497997980054,500.2278698347171,-5,5.61075931399057,0.0,0,0.0,-395.6595300465697,4,-0.33403427808309516,980.1865302019534,-10,-9.04769083949975,998.0572731786067,-10,-1.8465804885993293,5547.005483800338,-56,12.448543041525227,8689.500255602561,-87,83.16253254191906
165,2191.031248542711,-22,14.613534464230725,-3.319999999999973,0,-3.319999999999973,1387.6599578405849,-14,7.776624335833958,500.2278698347171,-5,5.587480271426102,0.0,0,0.0,-395.6595300465697,4,-1.4071490452123498,980.1865302019534,-10,-9.094248924628687,998.0572731786067,-10,-1.782005059205403,5645.589034264229,-57,27.49260499488628,8590.064833498414,-86,82.25013300980754
166,2191.0112485427107,-22,14.593534464230288,-3.3399999999999728,0,-3.3399999999999728,1486.1650711896862,-15,8.281070518678234,500.2278698347171,-5,5.587480271426102,0.0,0,0.0,-395.6595300465697,4,-1.5571298676342735,980.1865302019534,-10,-9.094248924628687,998.0572731786067,-10,-1.5366612217336524,5744.086111415806,-58,29.601308821242128,8690.35842457446,-87,83.61564617319709
167,2190.9912485427103,-22,14.573534464229851,-3.3599999999999723,0,-3.3599999999999723,1584.6501458474163,-16,8.498274602690344,500.2278698347171,-5,5.587480271426102,0.0,0,0.0,-395.6595300465697,4,-1.6215622353882395,980.1865302019534,-10,-9.094248924628687,998.0572731786067,-10,-1.1023252320538859,5842.56857970601,-59,30.508554491082577,8790.486453215648,-88,84.81559690172617
168,2290.3973264553683,-23,15.027822539610497,-3.379999999999972,0,-3.379999999999972,1683.1414316007758,-17,8.604488176811856,500.2278698347171,-5,5.582325505204494,0.0,0,0.0,-395.6595300465697,4,-1.650837476225263,980.1865302019534,-10,-9.104558457071903,998.0572731786067,-10,-0.9914527970888685,5941.038246788691,-60,30.907858233524166,8691.046375302989,-87,84.21390396947027
169,2290.377326455368,-23,15.00782253961006,-3.3999999999999715,0,-3.3999999999999715,1683.1414316007758,-17,8.643715634654427,500.2278698347171,-5,5.582325505204494,0.0,0,0.0,-395.6595300465697,4,-1.6600674663058612,980.1865302019534,-10,-9.104558457071903,998.0572731786067,-10,-0.9742626197783011,6039.504894921632,-61,31.013090572607325,8791.297469993422,-88,85.53588979400047
170,2290.3573264553675,-23,14.987822539609624,-3.419999999999971,0,-3.419999999999971,1683.1414316007758,-17,8.812931137041687,500.2278698347171,-5,5.582325505204494,0.0,0,0.0,-395.6595300465697,4,-1.6998828786323088,980.1765302019534,-10,-9.114558457071894,998.0572731786067,-10,-0.9614883201248858,6137.966928059532,-62,31.592396956501943,8891.607483912489,-89,86.91679484716406
171,2389.7644353212695,-24,15.396164145238345,-3.4399999999999706,0,-3.4399999999999706,1683.1414316007758,-17,9.054563012846529,500.2278698347171,-5,5.56781333971071,0.0,0,0.0,-395.6595300465697,4,-1.7567374376451994,581.1630653416058,-6,-12.42900245240196,998.0572731786067,-10,-0.9529846332962961,6236.409053491268,-63,32.440069900707385,8791.733988377915,-88,85.71699406580228
172,2389.744435321269,-24,15.376164145237908,-3.45999999999997,0,-3.45999999999997,1683.1414316007758,-17,9.054563012846529,500.2278698347171,-5,5.56781333971071,0.0,0,0.0,-395.6595300465697,4,-1.7567374376451994,581.1630653416058,-6,-12.42900245240196,998.0572731786067,-10,-0.9513340591757924,6138.273220602583,-62,32.77993516425249,8892.035939735108,-89,87.08693412399225
173,2389.7244353212686,-24,15.356164145237472,-3.47999999999997,0,-3.47999999999997,1683.1414316007758,-17,9.054563012846529,500.2278698347171,-5,5.56781333971071,0.0,0,0.0,-395.6595300465697,4,-1.7567374376451994,581.1630653416058,-6,-12.42900245240196,998.0572731786067,-10,-0.7616613205537988,6040.139078536394,-61,33.12149125029464,8992.348116141931,-90,88.46709923181515
174,2489.1344466202695,-25,15.776539614379544,-3.4999999999999694,0,-3.4999999999999694,1683.1414316007758,-17,10.016319891486319,500.2278698347171,-5,5.556288433539066,0.0,0,0.0,-395.6595300465697,4,-1.983033173795718,581.1630653416058,-6,-12.442832339807751,998.0572731786067,-10,-0.6233806301283948,6138.552776688624,-62,36.56707516062761,8892.90410484293,-89,87.74995590196158
175,2489.114446620269,-25,15.756539614379108,-3.519999999999969,0,-3.519999999999969,1683.1314316007758,-17,10.355777447311539,500.2278698347171,-5,5.556288433539066,0.0,0,0.0,-395.6595300465697,4,-2.0652584810487156,581.1630653416058,-6,-12.442832339807751,998.0572731786067,-10,-0.4098550757207704,6236.8533269727795,-63,37.743549815823826,8993.200129172066,-90,89.11166395086184
176,2489.0944466202686,-25,15.736539614378671,-3.5399999999999685,0,-3.5399999999999685,1781.3908692313053,-18,10.974024931414306,500.2278698347171,-5,5.556288433539066,0.0,0,0.0,-395.6595300465697,4,-2.2335646465939476,581.1630653416058,-6,-12.442832339807751,998.0572731786067,-10,-0.1490923436773528,6335.042900821665,-64,40.22745442205269,9093.388720490962,-91,90.36593898952196
177,2588.506762900504,-26,16.125837068836063,-3.559999999999968,0,-3.559999999999968,1879.566153779062,-19,11.342157996599099,500.2278698347171,-5,5.539230251704055,0.0,0,0.0,-395.6595300465697,4,-2.3492151449985954,581.1630653416058,-6,-12.46330215800981,998.0572731786067,-10,0.3226486596540781,6433.193005522466,-65,41.90038837193515,8993.942404210726,-90,89.54689171649079
178,2588.4867629005034,-26,16.105837068835626,-3.5799999999999677,0,-3.5799999999999677,1977.6836130776164,-20,12.426631555304994,500.2278698347171,-5,5.539230251704055,0.0,0,0.0,-395.6595300465697,4,-2.608133742107441,581.1630653416058,-6,-12.46330215800981,998.0572731786067,-10,-0.5385521163927933,6531.2048384111495,-66,45.85679938752219,9094.034417505,-91,90.70117709416263
179,2588.466762900503,-26,16.08583706883519,-3.5999999999999672,0,-3.5999999999999672,2075.6816130776165,-21,12.161782479189696,500.2278698347171,-5,5.539230251704055,0.0,0,0.0,-395.6595300465697,4,-2.608133742107441,581.1630653416058,-6,-12.46330215800981,998.0572731786067,-10,-0.5642530004731725,6629.192838411149,-67,45.58195031140531,9194.204520943169,-92,91.93355261572833
180,2687.882490817105,-27,16.5411636789745,-3.619999999999967,0,-3.619999999999967,2075.6816130776165,-21,12.161782479189696,500.2278698347171,-5,5.5350314758040895,0.0,0,0.0,-395.6595300465697,4,-2.608133742107441,581.1630653416058,-6,-12.468340689089814,998.0572731786067,-10,-1.1697058671991272,6727.180838411148,-68,45.30710123528934,9094.764793026567,-91,91.35513489434925
181,2687.8624908171046,-27,16.460493052215043,-3.6399999999999664,0,-3.6399999999999664,2075.6816130776165,-21,12.392359972961913,500.21786983471713,-5,5.513796174552397,0.0,0,0.0,-395.6595300465697,4,-2.652053264730796,581.1630653416058,-6,-12.481823050591856,998.0572731786067,-10,-0.694246073459567,6825.168838411148,-69,45.789863924425845,9094.754793026566,-91,91.14065241156823
182,2687.842490817104,-27,16.22297766189058,-3.659999999999966,0,-3.659999999999966,2075.6716130776163,-21,12.382359972961694,400.32424037065124,-4,4.528756940249252,0.0,0,0.0,-395.6595300465697,4,-2.652053264730796,581.1630653416058,-6,-12.530159803997208,998.0572731786067,-10,-0.694246073459567,6727.287786566654,-68,46.16068127539256,8994.853964911897,-90,89.45558772785262
183,2687.8224908171037,-27,16.01961204859117,-3.6799999999999655,0,-3.6799999999999655,1977.8210745979222,-20,12.600194453096037,300.42449865545024,-3,3.557512125615517,0.0,0,0.0,-395.6595300465697,4,-2.6153540176044885,581.1630653416058,-6,-12.570907718063609,998.0572731786067,-10,-0.6376858461139818,6628.750088414423,-67,45.260139929255274,8894.939784531389,-89,87.88585081295969
184,2687.8024908171033,-27,15.265395107495351,-3.699999999999965,0,-3.699999999999965,1880.0758736085243,-19,13.020299739477878,300.42449865545024,-3,3.475932465493827,0.0,0,0.0,-395.6595300465697,4,-2.5951987057178485,581.1630653416058,-6,-12.73406703830699,998.0572731786067,-10,-0.6376858461139818,6530.194040638628,-66,44.63257351457196,8795.016460178165,-88,84.52518527277607
185,2687.782490817103,-27,15.202574873795129,-3.7199999999999647,0,-3.7199999999999647,1782.358001883586,-18,13.073945371193304,300.42449865545024,-3,3.4711746617493304,0.0,0,0.0,-395.6595300465697,4,-2.4852952660380083,581.1630653416058,-6,-12.743582645795982,998.0572731786067,-10,-0.6245331249492665,6431.62791520689,-65,42.546600023249994,8695.038749384861,-87,83.39235356753488
186,2687.7624908171024,-27,15.101031186722139,-3.7399999999999642,0,-3.7399999999999642,1782.358001883586,-18,13.073945371193304,300.42449865545024,-3,3.4621142520746275,0.0,0,0.0,-395.6595300465697,4,-2.4852952660380083,581.1630653416058,-6,-12.761703465145388,998.0572731786067,-10,-0.5641801968146183,6333.9306238280315,-64,43.142867339523946,8595.057866722393,-86,82.13618049229262
187,2687.742490817102,-27,14.95308426152451,-3.759999999999964,0,-3.759999999999964,1782.348001883586,-18,14.944840918953332,300.42449865545024,-3,3.447897927052793,0.0,0,0.0,-395.6595300465697,4,-2.9032720544291237,581.1630653416058,-6,-12.790136115189057,998.0572731786067,-10,-0.20563355855517784,6431.8966640667195,-65,49.607471694434935,8495.070943786808,-85,80.73392314888042
188,2687.7224908171015,-27,14.933084261524073,-3.7799999999999634,0,-3.7799999999999634,1880.105053728079,-19,15.049734861058369,300.41449865545025,-3,3.437897927052802,0.0,0,0.0,-395.6595300465697,4,-3.0163050219338174,581.1630653416058,-6,-12.790136115189057,998.0572731786067,-10,-0.0545253976473532,6529.632616517169,-66,51.01940361067591,8595.424964413007,-86,82.09574353227981
189,2589.208290574302,-26,15.411084261523683,-3.799999999999963,0,-3.799999999999963,1977.8055890888195,-20,14.74672080782102,400.90628237192925,-4,4.937481400732622,0.0,0,0.0,-395.6595300465697,4,-3.0477563903700116,581.1630653416058,-6,-12.790136115189057,998.0572731786067,-10,-0.20563355855517784,6627.332482081252,-67,51.08527333990696,8693.905164655805,-87,81.58374353227919
190,2490.694090331502,-25,15.889084261523294,-3.8199999999999625,0,-3.8199999999999625,2075.5003987653417,-21,15.138435561926144,501.55294222704396,-5,6.591941013048142,0.0,0,0.0,-395.6595300465697,4,-3.2096322935381636,581.1630653416058,-6,-12.790136115189057,998.0572731786067,-10,-0.21878627971989317,6724.9629865565585,-68,53.314724755022326,8792.385364898604,-88,81.07174353227856
191,2590.164290574301,-26,16.367084261522905,-3.839999999999962,0,-3.839999999999962,2075.4903987653415,-21,15.128435561925926,602.224597357473,-6,8.271395900678158,0.0,0,0.0,-395.6595300465697,4,-3.2096322935381636,581.1630653416058,-6,-12.790136115189057,998.0572731786067,-10,-0.35645421996264304,6627.3652067364665,-67,53.8294193731881,8692.881164655804,-87,80.55974353227793
192,2689.6344908171,-27,16.81805875199143,-3.8599999999999617,0,-3.8599999999999617,1977.99257968514,-20,12.372369543555351,602.214597357473,-6,8.25539023189333,0.0,0,0.0,-395.6595300465697,4,-2.5354880182528063,581.1630653416058,-6,-12.796141783973894,998.0572731786067,-10,-0.3658241622069909,6528.7441295848885,-66,42.19743611765898,8593.376964413004,-86,79.96166227969661
193,2689.6144908170995,-27,16.674998469140974,-3.8799999999999613,0,-3.8799999999999613,1880.5715590122836,-19,13.094688576681847,502.2261949822798,-5,7.237400103028222,0.0,0,0.0,-395.6595300465697,4,-2.5065046917061977,581.1630653416058,-6,-12.823488513496045,998.0572731786067,-10,-0.35645421996264304,6429.785980295667,-65,41.04931827913515,8694.248977075944,-87,81.44394617696707
194,2689.594490817099,-27,16.654998469140537,-3.899999999999961,0,-3.899999999999961,1783.0153172280948,-18,13.824785918008729,502.2261949822798,-5,7.237400103028222,0.0,0,0.0,-395.6595300465697,4,-2.5060786443283973,581.1630653416058,-6,-12.823488513496045,998.0572731786067,-10,-0.21878627971989317,6330.8133393431735,-64,40.35811690731225,8795.089644119758,-88,83.28685424493051
195,2789.070249792949,-28,17.118603143338532,-3.9199999999999604,0,-3.9199999999999604,1783.0153172280948,-18,13.824785918008729,502.2261949822798,-5,7.234829509135011,0.0,0,0.0,-395.6595300465697,4,-2.5060786443283973,581.1630653416058,-6,-12.826573226167852,998.0572731786067,-10,-0.20563355855517784,6233.2128715648005,-63,41.04601197949978,8695.579885143907,-87,82.73012591118822
196,2789.0502497929488,-28,17.098603143338096,-3.93999999999996,0,-3.93999999999996,1783.0053172280948,-18,14.298151533800137,502.2261949822798,-5,7.234829509135011,0.0,0,0.0,-395.6695300465697,4,-2.6234932256153343,581.1630653416058,-6,-12.826573226167852,998.0572731786067,-10,-0.1550136465190235,6330.816743289738,-64,42.08015415446789,8796.737720348652,-88,84.8896880213033
197,2789.0302497929483,-28,17.07860314333766,-3.9599999999999596,0,-3.9599999999999596,1880.5654816623896,-19,14.267355898450433,502.2261949822798,-5,7.234829509135011,0.0,0,0.0,-492.7966203056818,5,-1.665534578329357,581.1630653416058,-6,-12.826573226167852,998.0572731786067,-10,-0.0545253976473532,6428.3347605568,-65,43.63064610121819,8897.951766848453,-89,87.10546142647581
198,2888.506522887577,-29,17.370483715085356,-3.979999999999959,0,-3.979999999999959,1880.5654816623896,-19,14.267355898450433,502.21619498227983,-5,7.19273995253991,0.0,0,0.0,-492.7966203056818,5,-1.665534578329357,581.1630653416058,-6,-12.865080694082167,998.0572731786067,-10,0.051931189967149294,6331.348966617964,-64,44.87106930785285,8798.441493753824,-88,86.0286852304016
199,2888.4865228875765,-29,17.340138116073376,-3.9999999999999587,0,-3.9999999999999587,1880.5654816623896,-19,14.322460597792542,402.20481297038384,-4,6.184621967417911,0.0,0,0.0,-492.8066203056818,5,-1.6900358149983958,581.1630653416058,-6,-12.867221162843066,998.0572731786067,-10,0.36598471512968445,6428.828546932722,-65,44.31294855383749,8899.689013755033,-89,88.23976393904013
200,2888.466522887576,-29,17.32013811607294,-4.019999999999959,0,-4.019999999999959,1880.5654816623896,-19,14.6220719388632,402.20481297038384,-4,6.184621967417911,0.0,0,0.0,-589.8502763203288,6,-0.6049890392151838,581.1630653416058,-6,-12.867221162843066,998.0572731786067,-10,1.0553112863318574,6526.302326752812,-66,44.60416666056244,9001.042188426809,-90,90.58789086007528
201,2987.9495706383173,-30,17.697066368239575,-4.039999999999958,0,-4.039999999999958,1880.5654816623896,-19,14.6220719388632,402.20481297038384,-4,6.1711457343735105,0.0,0,0.0,-589.8502763203288,6,-0.6049890392151838,581.1630653416058,-6,-12.887435512409638,998.0572731786067,-10,1.0207733348991042,6429.379444114721,-65,45.88883190265733,8901.525140676067,-89,89.77604467483798
202,2987.929570638317,-30,17.67706636823914,-4.059999999999958,0,-4.059999999999958,1880.5654816623896,-19,15.272087626745588,402.20481297038384,-4,6.1711457343735105,0.0,0,0.0,-589.8602763203288,6,-0.8202571511779979,581.1630653416058,-6,-12.887435512409638,998.0572731786067,-10,0.9754059327509594,6526.821685898909,-66,47.381475038250755,9002.816830041695,-90,92.05931723146205
203,2987.9095706383164,-30,17.657066368238702,-4.079999999999957,0,-4.079999999999957,1880.5654816623896,-19,16.00167249651963,402.20481297038384,-4,6.1711457343735105,0.0,0,0.0,-686.6885857455902,7,0.2559755260460861,581.1630653416058,-6,-12.887435512409638,998.0572731786067,-10,1.2065580712413748,6624.1955049791095,-67,49.154704236305406,9103.99350716843,-91,94.22757754919621
204,3087.3959874473185,-31,18.05659613915759,-4.099999999999957,0,-4.099999999999957,1880.5654816623896,-19,16.00167249651963,402.20481297038384,-4,6.161020543524387,0.0,0,0.0,-686.6885857455902,7,0.2559755260460861,581.1630653416058,-6,-12.902623298683352,998.0572731786067,-10,1.2519254733895195,6527.260971017078,-66,50.35510759879344,9004.473090359426,-90,93.48776075508795
205,3087.375987447318,-31,18.036596139157155,-4.119999999999957,0,-4.119999999999957,1880.5654816623896,-19,18.699011427092046,402.20481297038384,-4,6.161020543524387,0.0,0,0.0,-686.6985857455902,7,-0.7477809220595191,581.1630653416058,-6,-12.902623298683352,998.0572731786067,-10,1.2519254733895195,6624.557991689934,-67,59.02885980756855,9105.538175188245,-91,95.54189747719283
206,3087.3559874473176,-31,18.016596139156718,-4.139999999999956,0,-4.139999999999956,1880.5654816623896,-19,18.937368888657147,402.20481297038384,-4,6.161020543524387,0.0,0,0.0,-783.6277500064656,8,0.21566589826386462,581.1630653416058,-6,-12.902623298683352,998.0572731786067,-10,1.2864634248223865,6721.571081949046,-68,58.902046758845245,9206.58870077161,-92,97.58147495384219
207,3186.844935554032,-32,18.46064331235948,-4.159999999999956,0,-4.159999999999956,1880.5654816623896,-19,18.937368888657147,402.20481297038384,-4,6.156776440174781,0.0,0,0.0,-783.6277500064656,8,0.21566589826386462,581.1630653416058,-6,-12.908989453707704,998.0572731786067,-10,1.3498394350419858,6624.541873884673,-67,59.85326568256369,9107.065752664894,-91,96.97292160263714
208,3186.8249355540315,-32,18.440643312359043,-4.179999999999955,0,-4.179999999999955,1880.5654816623896,-19,36.89976846942204,402.20481297038384,-4,6.156776440174781,0.0,0,0.0,-783.6377500064656,8,-7.357449714689778,581.1630653416058,-6,-12.908989453707704,998.0572731786067,-10,1.3618696723751782,6721.529873884672,-68,123.14732140457818,9208.292217898936,-92,99.18737770412736
209,3186.804935554031,-32,18.420643312358607,-4.199999999999955,0,-4.199999999999955,1880.5554816623896,-19,36.88976846942205,402.20481297038384,-4,6.156776440174781,0.0,0,0.0,-880.5210882940257,9,-7.20575046577801,581.1630653416058,-6,-12.908989453707704,998.0572731786067,-10,1.391019001174982,6818.517873884672,-69,123.10028386810518,9309.38704532326,-93,101.27019599589948
210,3186.7849355540307,-32,18.33313194702123,-4.2199999999999545,0,-4.2199999999999545,1977.5434816623897,-20,36.84273093295019,402.20481297038384,-4,6.148337519507663,0.0,0,0.0,-977.3205752055075,10,-6.9701998407877,581.1630653416058,-6,-12.921647834708438,998.0572731786067,-10,1.4919669528491113,6915.505873884671,-70,123.05324633163309,9309.37704532326,-93,101.0639910903883
211,3186.76493555403,-32,18.313131947020793,-4.239999999999954,0,-4.239999999999954,2074.5414816623897,-21,36.80569339647832,402.20481297038384,-4,6.148337519507663,0.0,0,0.0,-1074.3270716750703,11,-6.941658773878544,581.1630653416058,-6,-12.921647834708438,998.0572731786067,-10,1.3617627660328253,7012.49387388467,-71,123.00620879516009,9410.568686118851,-94,103.24151302326209
212,3186.74493555403,-32,18.293131947020356,-4.259999999999954,0,-4.259999999999954,2074.5414816623897,-21,36.734362502789736,402.20481297038384,-4,6.148337519507663,0.0,0,0.0,-1171.3991467480143,12,-6.93793579967155,581.1630653416058,-6,-12.921647834708438,998.0572731786067,-10,1.2608148143585822,7109.48187388467,-72,122.71460819461208,9511.815212861746,-95,105.47392090343601
213,3286.2370544167484,-33,18.7684530060651,-4.279999999999953,0,-4.279999999999953,2074.5414816623897,-21,35.88424816960969,402.20481297038384,-4,6.14801279939195,0.0,0,0.0,-1171.3991467480143,12,-6.452156180711427,581.1630653416058,-6,-12.922134914882008,998.0572731786067,-10,1.1217212865731199,7012.393005393279,-71,119.78997787007029,9412.289093999027,-94,104.95428998071657
214,3286.217054416748,-33,18.748453006064665,-4.299999999999953,0,-4.299999999999953,2074.5414816623897,-21,35.88424816960969,402.20481297038384,-4,6.14801279939195,0.0,0,0.0,-1171.3991467480143,12,-6.452156180711427,581.1630653416058,-6,-12.922134914882008,998.0572731786067,-10,0.8472658612622581,6915.383260395114,-70,119.85914875251365,9513.417348491817,-95,107.06834443075968
215,3286.1970544167475,-33,18.72845300606423,-4.319999999999952,0,-4.319999999999952,2074.5414816623897,-21,36.187864915999626,402.20481297038384,-4,6.14801279939195,0.0,0,0.0,-1171.3991467480143,12,-6.625651464362818,581.1630653416058,-6,-12.922134914882008,998.0572731786067,-10,0.8128519154108744,6915.383260395114,-70,120.87120457381388,9614.469636827624,-96,109.10643272381822
